level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LIVER_N50_neg m/z,LIVER_N50_neg RT mean,LIVER_N50_neg Normalized Area,LIVER_N01_neg m/z,LIVER_N01_neg RT mean,LIVER_N01_neg Normalized Area,Sample Profile (Ratio),protein Normalized Area,control Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio N50/N01,[M-H]-,[M+HCOO]-
896,896,,0.33,5.56,1090.2382,10.41 - 10.83,1,2600.0,1090.2382,10.59,5240.0,-,-,0.0,1.00:0,5240.0,0.0,1.00:0,10.59,,,#DIV/0!,[],[]
897,897,,0.35,5.74,881.5181,5.69 - 6.36,1,2600.0,881.5181,5.88,5210.0,-,-,0.0,1.00:0,5210.0,0.0,1.00:0,5.88,,,#DIV/0!,['Phosphatidylinositol (38:6)' 'Dihexosyldiacylglycerol (32:5)'],[]
898,898,,0.4,6.84,520.3842,2.31 - 2.91,1,2600.0,520.3842,2.64,5200.0,-,-,0.0,1.00:0,5200.0,0.0,1.00:0,2.64,,,#DIV/0!,['Lysophosphatidylethanolamine (O-22:1)'],[]
899,899,,0.4,6.76,627.5593,12.25 - 12.79,1,2600.0,627.5593,12.62,5180.0,-,-,0.0,1.00:0,5180.0,0.0,1.00:0,12.62,,,#DIV/0!,[],['Monoalkylmonoacylglycerol (O-34:0)']
900,900,,0.4,7.0,808.5837,10.59 - 11.16,1,2600.0,808.5837,10.77,5180.0,-,-,0.0,1.00:0,5180.0,0.0,1.00:0,10.77,,,#DIV/0!,['Phosphatidylcholine (38:4)' 'Phosphatidylethanolamine (41:4)'],[]
901,901,,0.32,5.68,952.6238,10.58 - 10.98,1,2600.0,952.6238,10.74,5150.0,-,-,0.0,1.00:0,5150.0,0.0,1.00:0,10.74,,,#DIV/0!,[],['Phosphatidylserine (45:5)']
902,902,,0.42,6.75,610.165,3.83 - 4.69,1,2600.0,610.165,4.54,5150.0,-,-,0.0,1.00:0,5150.0,0.0,1.00:0,4.54,,,#DIV/0!,[],[]
903,903,,0.33,5.46,1099.1804,11.79 - 12.05,1,2600.0,1099.1804,11.92,5140.0,-,-,0.0,1.00:0,5140.0,0.0,1.00:0,11.92,,,#DIV/0!,[],[]
904,904,,0.3,5.24,646.1282,3.31 - 3.94,1,2600.0,646.1282,3.62,5140.0,-,-,0.0,1.00:0,5140.0,0.0,1.00:0,3.62,,,#DIV/0!,[],[]
905,905,,0.4,6.91,949.1655,12.08 - 12.55,1,2600.0,949.1655,12.49,5120.0,-,-,0.0,1.00:0,5120.0,0.0,1.00:0,12.49,,,#DIV/0!,[],[]
906,906,,0.37,6.21,1065.5088,7.80 - 7.93,1,2500.0,1065.5088,7.84,5090.0,-,-,0.0,1.00:0,5090.0,0.0,1.00:0,7.84,,,#DIV/0!,[],[]
907,907,,0.39,6.73,647.4819,10.94 - 11.69,1,2500.0,647.4819,11.34,5080.0,-,-,0.0,1.00:0,5080.0,0.0,1.00:0,11.34,,,#DIV/0!,['Ceramide phosphoethanolamine (t32:1)'],['Diacylglycerol (35:4)']
908,908,,0.42,6.64,918.4857,9.27 - 9.52,1,2500.0,918.4857,9.35,5080.0,-,-,0.0,1.00:0,5080.0,0.0,1.00:0,9.35,,,#DIV/0!,[],[]
909,909,,0.46,8.19,820.0627,4.65 - 4.82,1,2500.0,820.0627,4.72,5080.0,-,-,0.0,1.00:0,5080.0,0.0,1.00:0,4.72,,,#DIV/0!,[],[]
910,910,,0.39,6.24,962.5626,10.10 - 10.24,1,2500.0,962.5626,10.12,5070.0,-,-,0.0,1.00:0,5070.0,0.0,1.00:0,10.12,,,#DIV/0!,[],[]
911,911,,0.4,6.78,842.67,12.36 - 12.91,1,2500.0,842.67,12.71,5060.0,-,-,0.0,1.00:0,5060.0,0.0,1.00:0,12.71,,,#DIV/0!,['Phosphatidylcholine (40:1)' 'Phosphatidylethanolamine (43:1)'],['Hexosyl ceramide (d41:1)']
912,912,,0.37,5.69,978.5388,9.97 - 10.13,1,2500.0,978.5388,10.07,5050.0,-,-,0.0,1.00:0,5050.0,0.0,1.00:0,10.07,,,#DIV/0!,[],[]
913,913,,0.37,5.89,1120.5333,10.06 - 10.28,1,2500.0,1120.5333,10.1,5040.0,-,-,0.0,1.00:0,5040.0,0.0,1.00:0,10.1,,,#DIV/0!,[],[]
914,914,,0.42,6.51,915.5643,9.06 - 9.27,1,2500.0,915.5643,9.16,5000.0,-,-,0.0,1.00:0,5000.0,0.0,1.00:0,9.16,,,#DIV/0!,[],['Lysophosphatidylinositol (38:5)' 'Phosphatidylinositol (O-38:5)']
915,915,,0.42,6.68,658.5919,13.55 - 13.99,1,2500.0,658.5919,13.86,4980.0,-,-,0.0,1.00:0,4980.0,0.0,1.00:0,13.86,,,#DIV/0!,[],[]
916,916,,0.44,7.63,408.1595,2.06 - 3.38,1,2500.0,408.1595,2.48,4970.0,-,-,0.0,1.00:0,4970.0,0.0,1.00:0,2.48,,,#DIV/0!,[],[]
917,917,,0.43,7.74,686.6228,14.69 - 14.99,1,2500.0,686.6228,14.84,4960.0,-,-,0.0,1.00:0,4960.0,0.0,1.00:0,14.84,,,#DIV/0!,[],[]
918,918,,0.44,7.73,468.1665,3.33 - 3.94,1,2500.0,468.1665,3.79,4950.0,-,-,0.0,1.00:0,4950.0,0.0,1.00:0,3.79,,,#DIV/0!,[],[]
919,919,,0.46,7.36,432.1599,2.93 - 3.23,1,2500.0,432.1599,3.15,4950.0,-,-,0.0,1.00:0,4950.0,0.0,1.00:0,3.15,,,#DIV/0!,[],[]
920,920,,0.42,7.48,894.4988,9.76 - 9.97,1,2500.0,894.4988,9.93,4940.0,-,-,0.0,1.00:0,4940.0,0.0,1.00:0,9.93,,,#DIV/0!,[],[]
921,921,,0.44,7.66,437.2827,3.62 - 3.90,1,2500.0,437.2827,3.85,4910.0,-,-,0.0,1.00:0,4910.0,0.0,1.00:0,3.85,,,#DIV/0!,['Ceramide phosphoethanolamine (d18:0)'],[]
922,922,,0.4,6.74,796.5452,10.76 - 11.36,1,2400.0,796.5452,11.25,4880.0,-,-,0.0,1.00:0,4880.0,0.0,1.00:0,11.25,,,#DIV/0!,['Lysophosphatidylserine (38:4)' 'Phosphatidylserine (O-38:4)'],"['Lysophosphatidylethanolamine (38:5)' 'Phosphatidylcholine (O-35:5)'
 'Phosphatidylethanolamine (O-38:5)']"
923,923,,0.41,6.92,410.175,1.93 - 3.96,1,2400.0,410.175,1.99,4880.0,-,-,0.0,1.00:0,4880.0,0.0,1.00:0,1.99,,,#DIV/0!,[],[]
924,924,,0.36,5.62,1391.2935,13.95 - 14.13,1,2400.0,1391.2935,14.07,4860.0,-,-,0.0,1.00:0,4860.0,0.0,1.00:0,14.07,,,#DIV/0!,[],[]
925,925,,0.42,6.58,820.6053,10.22 - 10.29,1,2400.0,820.6053,10.25,4860.0,-,-,0.0,1.00:0,4860.0,0.0,1.00:0,10.25,,,#DIV/0!,[],['Phosphatidylcholine (35:0)' 'Phosphatidylethanolamine (38:0)']
926,926,,0.45,7.48,387.155,2.06 - 2.31,1,2400.0,387.155,2.25,4850.0,-,-,0.0,1.00:0,4850.0,0.0,1.00:0,2.25,,,#DIV/0!,[],[]
927,927,,0.45,7.39,424.1555,3.11 - 3.31,1,2400.0,424.1555,3.24,4840.0,-,-,0.0,1.00:0,4840.0,0.0,1.00:0,3.24,,,#DIV/0!,[],[]
928,928,,0.45,8.06,392.2794,1.99 - 2.38,1,2400.0,392.2794,2.31,4840.0,-,-,0.0,1.00:0,4840.0,0.0,1.00:0,2.31,,,#DIV/0!,[],[]
929,929,,0.45,7.67,424.1464,3.35 - 3.56,1,2400.0,424.1464,3.49,4820.0,-,-,0.0,1.00:0,4820.0,0.0,1.00:0,3.49,,,#DIV/0!,[],[]
930,930,,0.38,6.32,738.538,6.15 - 6.77,1,2400.0,738.538,6.25,4810.0,-,-,0.0,1.00:0,4810.0,0.0,1.00:0,6.25,,,#DIV/0!,"['Lysophosphatidylcholine (34:4)' 'Phosphatidylcholine (O-34:4)'
 'Phosphatidylethanolamine (O-37:4)']",[]
931,931,,0.37,6.15,437.2502,2.58 - 3.26,1,2400.0,437.2502,2.65,4780.0,-,-,0.0,1.00:0,4780.0,0.0,1.00:0,2.65,,,#DIV/0!,[],[]
932,932,,0.32,5.82,1590.2024,15.69 - 16.11,1,2400.0,1590.2024,15.78,4770.0,-,-,0.0,1.00:0,4770.0,0.0,1.00:0,15.78,,,#DIV/0!,[],[]
933,933,,0.45,7.89,507.1198,3.50 - 3.64,1,2400.0,507.1198,3.56,4740.0,-,-,0.0,1.00:0,4740.0,0.0,1.00:0,3.56,,,#DIV/0!,[],[]
934,934,,0.4,7.08,923.5064,4.85 - 5.08,1,2400.0,923.5064,4.93,4730.0,-,-,0.0,1.00:0,4730.0,0.0,1.00:0,4.93,,,#DIV/0!,[],['Phosphatidylglycerophosphate (38:4)']
935,935,,0.43,7.93,967.191,11.49 - 11.71,1,2400.0,967.191,11.59,4710.0,-,-,0.0,1.00:0,4710.0,0.0,1.00:0,11.59,,,#DIV/0!,[],[]
936,936,,0.34,5.57,1116.2562,10.82 - 11.00,1,2300.0,1116.2562,10.91,4690.0,-,-,0.0,1.00:0,4690.0,0.0,1.00:0,10.91,,,#DIV/0!,[],[]
937,937,,0.45,7.78,476.1168,3.20 - 3.53,1,2300.0,476.1168,3.5,4690.0,-,-,0.0,1.00:0,4690.0,0.0,1.00:0,3.5,,,#DIV/0!,[],[]
938,938,,0.4,6.75,1539.3354,14.97 - 15.23,1,2300.0,1539.3354,15.16,4660.0,-,-,0.0,1.00:0,4660.0,0.0,1.00:0,15.16,,,#DIV/0!,[],[]
939,939,,0.3,5.28,1475.2056,14.53 - 14.77,1,2300.0,1475.2056,14.71,4650.0,-,-,0.0,1.00:0,4650.0,0.0,1.00:0,14.71,,,#DIV/0!,[],[]
940,940,,0.41,6.84,1252.1493,11.99 - 12.19,1,2300.0,1252.1493,12.07,4650.0,-,-,0.0,1.00:0,4650.0,0.0,1.00:0,12.07,,,#DIV/0!,[],[]
941,941,,0.38,6.53,850.7797,16.44 - 16.58,1,2300.0,850.7797,16.54,4640.0,-,-,0.0,1.00:0,4640.0,0.0,1.00:0,16.54,,,#DIV/0!,[],[]
942,942,,0.44,7.73,634.3325,2.17 - 2.31,1,2300.0,634.3325,2.23,4640.0,-,-,0.0,1.00:0,4640.0,0.0,1.00:0,2.23,,,#DIV/0!,[],[]
943,943,,0.43,7.79,918.8465,17.04 - 17.24,1,2300.0,918.8465,17.16,4630.0,-,-,0.0,1.00:0,4630.0,0.0,1.00:0,17.16,,,#DIV/0!,[],[]
944,944,,0.4,6.91,834.7536,15.91 - 16.29,1,2300.0,834.7536,16.02,4630.0,-,-,0.0,1.00:0,4630.0,0.0,1.00:0,16.02,,,#DIV/0!,[],[]
945,945,,0.42,7.62,672.6067,14.17 - 14.51,1,2300.0,672.6067,14.39,4610.0,-,-,0.0,1.00:0,4610.0,0.0,1.00:0,14.39,,,#DIV/0!,[],[]
946,946,,0.28,5.18,873.5001,10.40 - 10.60,1,2300.0,873.5001,10.5,4610.0,-,-,0.0,1.00:0,4610.0,0.0,1.00:0,10.5,,,#DIV/0!,[],[]
947,947,,0.45,7.5,503.0646,1.52 - 2.11,1,2300.0,503.0646,1.64,4610.0,-,-,0.0,1.00:0,4610.0,0.0,1.00:0,1.64,,,#DIV/0!,[],[]
948,948,,0.33,5.46,1220.4641,10.23 - 10.66,1,2300.0,1220.4641,10.47,4580.0,-,-,0.0,1.00:0,4580.0,0.0,1.00:0,10.47,,,#DIV/0!,[],[]
949,949,,0.44,7.64,464.0546,2.54 - 2.76,1,2300.0,464.0546,2.68,4570.0,-,-,0.0,1.00:0,4570.0,0.0,1.00:0,2.68,,,#DIV/0!,[],[]
950,950,,0.42,7.52,674.2415,2.76 - 3.10,1,2300.0,674.2415,3.03,4530.0,-,-,0.0,1.00:0,4530.0,0.0,1.00:0,3.03,,,#DIV/0!,[],[]
951,951,,0.39,6.61,702.5416,10.62 - 11.14,1,2300.0,702.5416,11.01,4500.0,-,-,0.0,1.00:0,4500.0,0.0,1.00:0,11.01,,,#DIV/0!,['Phosphatidylcholine (O-31:1)' 'Phosphatidylethanolamine (O-34:1)'],[]
952,952,,0.37,6.04,1556.1619,9.69 - 9.89,1,2200.0,1556.1619,9.77,4500.0,-,-,0.0,1.00:0,4500.0,0.0,1.00:0,9.77,,,#DIV/0!,[],[]
953,953,,0.41,6.49,799.6635,12.55 - 12.95,1,2200.0,799.6635,12.75,4490.0,-,-,0.0,1.00:0,4490.0,0.0,1.00:0,12.75,,,#DIV/0!,"['Phosphatidate (O-44:1)' 'Sphingomyelin (d41:1)'
 'Ceramide phosphoethanolamine (d44:1)']",['Sterol ester (53:6)']
954,954,,0.46,7.38,577.0835,2.35 - 2.63,1,2200.0,577.0835,2.51,4490.0,-,-,0.0,1.00:0,4490.0,0.0,1.00:0,2.51,,,#DIV/0!,[],[]
955,955,,0.43,7.91,524.2766,1.20 - 1.68,1,2200.0,524.2766,1.61,4480.0,-,-,0.0,1.00:0,4480.0,0.0,1.00:0,1.61,,,#DIV/0!,['Lysophosphatidylethanolamine (22:6)'],[]
956,956,,0.39,6.53,716.5982,11.78 - 12.37,1,2200.0,716.5982,12.19,4440.0,-,-,0.0,1.00:0,4440.0,0.0,1.00:0,12.19,,,#DIV/0!,[],[]
957,957,,0.33,5.53,1004.4982,6.06 - 6.72,1,2200.0,1004.4982,6.24,4440.0,-,-,0.0,1.00:0,4440.0,0.0,1.00:0,6.24,,,#DIV/0!,[],[]
958,958,,0.39,6.53,610.2531,5.60 - 6.36,1,2200.0,610.2531,5.71,4440.0,-,-,0.0,1.00:0,4440.0,0.0,1.00:0,5.71,,,#DIV/0!,[],[]
959,959,,0.32,5.66,1009.4805,6.12 - 6.74,1,2200.0,1009.4805,6.5,4410.0,-,-,0.0,1.00:0,4410.0,0.0,1.00:0,6.5,,,#DIV/0!,"['Phosphatidylinositol bisphosphate (35:1)'
 'Phosphatidylinositol monophosphate (42:10)']",[]
960,960,,0.37,6.03,1326.3197,13.98 - 14.14,1,2200.0,1326.3197,14.07,4400.0,-,-,0.0,1.00:0,4400.0,0.0,1.00:0,14.07,,,#DIV/0!,[],[]
961,961,,0.37,5.81,1385.3204,14.59 - 14.76,1,2200.0,1385.3204,14.69,4390.0,-,-,0.0,1.00:0,4390.0,0.0,1.00:0,14.69,,,#DIV/0!,[],[]
962,962,,0.43,7.61,446.3762,4.67 - 5.70,1,2200.0,446.3762,5.56,4380.0,-,-,0.0,1.00:0,4380.0,0.0,1.00:0,5.56,,,#DIV/0!,[],[]
963,963,,0.44,7.63,468.1041,3.83 - 4.16,1,2200.0,468.1041,3.96,4380.0,-,-,0.0,1.00:0,4380.0,0.0,1.00:0,3.96,,,#DIV/0!,[],[]
964,964,,0.4,7.1,544.2668,1.10 - 1.81,1,2200.0,544.2668,1.29,4340.0,-,-,0.0,1.00:0,4340.0,0.0,1.00:0,1.29,,,#DIV/0!,['Lysophosphatidylserine (20:4)'],['Lysophosphatidylethanolamine (20:5)']
965,965,,0.36,5.76,1283.1915,14.87 - 15.09,1,2200.0,1283.1915,14.99,4330.0,-,-,0.0,1.00:0,4330.0,0.0,1.00:0,14.99,,,#DIV/0!,[],[]
966,966,,0.4,6.93,511.3322,5.60 - 6.37,1,2200.0,511.3322,6.24,4320.0,-,-,0.0,1.00:0,4320.0,0.0,1.00:0,6.24,,,#DIV/0!,[],[]
967,967,,0.43,7.88,946.8772,17.34 - 17.50,1,2200.0,946.8772,17.41,4310.0,-,-,0.0,1.00:0,4310.0,0.0,1.00:0,17.41,,,#DIV/0!,[],[]
968,968,,0.38,6.26,738.4695,7.13 - 7.36,1,2200.0,738.4695,7.32,4310.0,-,-,0.0,1.00:0,4310.0,0.0,1.00:0,7.32,,,#DIV/0!,['Lysophosphatidylserine (34:5)' 'Phosphatidylserine (O-34:5)'],['Lysophosphatidylethanolamine (34:6)' 'Phosphatidylethanolamine (O-34:6)']
969,969,,0.42,6.58,908.5596,7.63 - 7.89,1,2200.0,908.5596,7.76,4300.0,-,-,0.0,1.00:0,4300.0,0.0,1.00:0,7.76,,,#DIV/0!,[],['Phosphatidylserine (42:6)']
970,970,,0.27,5.17,1308.1853,14.03 - 14.49,1,2100.0,1308.1853,14.28,4290.0,-,-,0.0,1.00:0,4290.0,0.0,1.00:0,14.28,,,#DIV/0!,[],[]
971,971,,0.36,5.62,698.4991,10.23 - 10.71,1,2100.0,698.4991,10.33,4290.0,-,-,0.0,1.00:0,4290.0,0.0,1.00:0,10.33,,,#DIV/0!,[],[]
972,972,,0.42,7.43,498.1379,3.70 - 4.50,1,2100.0,498.1379,3.79,4280.0,-,-,0.0,1.00:0,4280.0,0.0,1.00:0,3.79,,,#DIV/0!,[],[]
973,973,,0.39,6.41,703.5272,12.68 - 13.11,1,2100.0,703.5272,12.99,4270.0,-,-,0.0,1.00:0,4270.0,0.0,1.00:0,12.99,,,#DIV/0!,['Phosphatidate (36:0)'],[]
974,974,,0.35,5.71,982.5378,10.68 - 11.19,1,2100.0,982.5378,11.03,4270.0,-,-,0.0,1.00:0,4270.0,0.0,1.00:0,11.03,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d34:3)']
975,975,,0.33,5.49,1582.1633,9.86 - 10.17,1,2100.0,1582.1633,10.11,4270.0,-,-,0.0,1.00:0,4270.0,0.0,1.00:0,10.11,,,#DIV/0!,[],[]
976,976,,0.36,5.76,1026.1592,10.51 - 10.80,1,2100.0,1026.1592,10.75,4260.0,-,-,0.0,1.00:0,4260.0,0.0,1.00:0,10.75,,,#DIV/0!,[],[]
977,977,,0.39,6.56,743.136,8.06 - 8.23,1,2100.0,743.136,8.15,4260.0,-,-,0.0,1.00:0,4260.0,0.0,1.00:0,8.15,,,#DIV/0!,[],[]
978,978,,0.36,5.82,1100.5183,7.28 - 7.57,1,2100.0,1100.5183,7.39,4240.0,-,-,0.0,1.00:0,4240.0,0.0,1.00:0,7.39,,,#DIV/0!,[],[]
979,979,,0.46,7.5,646.4246,3.75 - 3.83,1,2100.0,646.4246,3.79,4240.0,-,-,0.0,1.00:0,4240.0,0.0,1.00:0,3.79,,,#DIV/0!,[],[]
980,980,,0.3,5.28,1190.2749,12.02 - 12.18,1,2100.0,1190.2749,12.08,4230.0,-,-,0.0,1.00:0,4230.0,0.0,1.00:0,12.08,,,#DIV/0!,[],[]
981,981,,0.46,7.26,437.9421,1.19 - 1.48,1,2100.0,437.9421,1.31,4200.0,-,-,0.0,1.00:0,4200.0,0.0,1.00:0,1.31,,,#DIV/0!,[],[]
982,982,,0.39,6.44,1473.9733,16.23 - 16.42,1,2100.0,1473.9733,16.29,4190.0,-,-,0.0,1.00:0,4190.0,0.0,1.00:0,16.29,,,#DIV/0!,[],[]
983,983,,0.44,7.35,494.0826,3.19 - 3.37,1,2100.0,494.0826,3.3,4180.0,-,-,0.0,1.00:0,4180.0,0.0,1.00:0,3.3,,,#DIV/0!,[],[]
984,984,,0.43,7.65,330.2511,1.48 - 3.55,1,2100.0,330.2511,1.56,4170.0,-,-,0.0,1.00:0,4170.0,0.0,1.00:0,1.56,,,#DIV/0!,[],[]
985,985,,0.42,6.5,840.5711,9.73 - 9.89,1,2100.0,840.5711,9.82,4150.0,-,-,0.0,1.00:0,4150.0,0.0,1.00:0,9.82,,,#DIV/0!,['Phosphatidylserine (40:3)'],['Phosphatidylcholine (37:4)' 'Phosphatidylethanolamine (40:4)']
986,986,,0.39,6.59,602.5275,10.56 - 11.21,1,2100.0,602.5275,10.98,4140.0,-,-,0.0,1.00:0,4140.0,0.0,1.00:0,10.98,,,#DIV/0!,[],[]
987,987,,0.4,6.91,469.0703,2.08 - 2.90,1,2100.0,469.0703,2.57,4140.0,-,-,0.0,1.00:0,4140.0,0.0,1.00:0,2.57,,,#DIV/0!,[],[]
988,988,,0.45,7.96,387.1551,1.38 - 1.66,1,2100.0,387.1551,1.58,4140.0,-,-,0.0,1.00:0,4140.0,0.0,1.00:0,1.58,,,#DIV/0!,[],[]
989,989,,0.4,7.25,1465.3136,14.58 - 14.78,1,2100.0,1465.3136,14.71,4120.0,-,-,0.0,1.00:0,4120.0,0.0,1.00:0,14.71,,,#DIV/0!,[],[]
990,990,,0.41,6.74,726.5069,7.39 - 7.80,1,2100.0,726.5069,7.5,4120.0,-,-,0.0,1.00:0,4120.0,0.0,1.00:0,7.5,,,#DIV/0!,['Phosphatidylcholine (32:3)' 'Phosphatidylethanolamine (35:3)'],['Hexosyl ceramide (d33:3)']
991,991,,0.4,7.18,1180.7915,12.27 - 12.49,1,2100.0,1180.7915,12.38,4100.0,-,-,0.0,1.00:0,4100.0,0.0,1.00:0,12.38,,,#DIV/0!,[],['Ganglioside Gb3 (d42:1)']
992,992,,0.42,6.61,923.5054,4.34 - 4.56,1,2000.0,923.5054,4.42,4090.0,-,-,0.0,1.00:0,4090.0,0.0,1.00:0,4.42,,,#DIV/0!,[],['Phosphatidylglycerophosphate (38:4)']
993,993,,0.42,6.54,776.6941,14.64 - 14.97,1,2000.0,776.6941,14.82,4070.0,-,-,0.0,1.00:0,4070.0,0.0,1.00:0,14.82,,,#DIV/0!,['Ceramide (d52:7)'],[]
994,994,,0.4,6.73,499.1372,3.70 - 3.93,1,2000.0,499.1372,3.8,4070.0,-,-,0.0,1.00:0,4070.0,0.0,1.00:0,3.8,,,#DIV/0!,[],[]
995,995,,0.38,6.17,830.2817,2.64 - 3.01,1,2000.0,830.2817,2.95,4070.0,-,-,0.0,1.00:0,4070.0,0.0,1.00:0,2.95,,,#DIV/0!,[],[]
996,996,,0.4,7.29,1188.1553,10.83 - 11.05,1,2000.0,1188.1553,10.93,4040.0,-,-,0.0,1.00:0,4040.0,0.0,1.00:0,10.93,,,#DIV/0!,[],['Monoalkyldiacylglycerol (O-73:0)']
997,997,,0.37,5.93,1087.4985,6.78 - 7.10,1,2000.0,1087.4985,6.92,4030.0,-,-,0.0,1.00:0,4030.0,0.0,1.00:0,6.92,,,#DIV/0!,[],[]
998,998,,0.38,6.51,471.3091,3.74 - 3.96,1,2000.0,471.3091,3.85,4020.0,-,-,0.0,1.00:0,4020.0,0.0,1.00:0,3.85,,,#DIV/0!,[],[]
999,999,,0.4,6.8,1318.2749,13.09 - 13.23,1,2000.0,1318.2749,13.16,4000.0,-,-,0.0,1.00:0,4000.0,0.0,1.00:0,13.16,,,#DIV/0!,[],[]
1000,1000,,0.41,6.69,743.1359,9.76 - 9.93,1,2000.0,743.1359,9.83,4000.0,-,-,0.0,1.00:0,4000.0,0.0,1.00:0,9.83,,,#DIV/0!,[],[]
1001,1001,,0.37,5.98,1253.5964,11.77 - 12.21,1,2000.0,1253.5964,11.94,3980.0,-,-,0.0,1.00:0,3980.0,0.0,1.00:0,11.94,,,#DIV/0!,[],[]
1002,1002,,0.28,5.14,689.3696,3.75 - 3.83,1,2000.0,689.3696,3.79,3960.0,-,-,0.0,1.00:0,3960.0,0.0,1.00:0,3.79,,,#DIV/0!,[],['Phosphatidylglycerol (27:4)' 'Bismonoacylglycerolphosphate (27:4)']
1003,1003,,0.33,5.4,616.3676,5.59 - 6.45,1,2000.0,616.3676,5.65,3950.0,-,-,0.0,1.00:0,3950.0,0.0,1.00:0,5.65,,,#DIV/0!,[],['Lysophosphatidylcholine (22:4)']
1004,1004,,0.42,6.62,723.1422,3.81 - 4.00,1,2000.0,723.1422,3.93,3950.0,-,-,0.0,1.00:0,3950.0,0.0,1.00:0,3.93,,,#DIV/0!,[],[]
1005,1005,,0.41,6.82,1471.2756,15.81 - 16.16,1,2000.0,1471.2756,16.02,3940.0,-,-,0.0,1.00:0,3940.0,0.0,1.00:0,16.02,,,#DIV/0!,[],[]
1006,1006,,0.37,5.67,806.599,12.97 - 13.70,1,2000.0,806.599,13.34,3910.0,-,-,0.0,1.00:0,3910.0,0.0,1.00:0,13.34,,,#DIV/0!,['Phosphatidylcholine (O-39:5)' 'Phosphatidylethanolamine (O-42:5)'],['Phosphatidylcholine (34:0)' 'Phosphatidylethanolamine (37:0)']
1007,1007,,0.35,5.66,904.5249,10.12 - 10.47,1,1900.0,904.5249,10.3,3890.0,-,-,0.0,1.00:0,3890.0,0.0,1.00:0,10.3,,,#DIV/0!,[],['Phosphatidylserine (42:8)']
1008,1008,,0.41,6.91,538.3142,1.22 - 1.56,1,1900.0,538.3142,1.39,3890.0,-,-,0.0,1.00:0,3890.0,0.0,1.00:0,1.39,,,#DIV/0!,['Lysophosphatidylserine (19:0)' 'Phosphatidylserine (O-19:0)'],"['Lysophosphatidylcholine (16:1)' 'Phosphatidylcholine (O-16:1)'
 'Phosphatidylethanolamine (O-19:1)']"
1009,1009,,0.37,5.93,1399.229,15.30 - 15.64,1,1900.0,1399.229,15.48,3870.0,-,-,0.0,1.00:0,3870.0,0.0,1.00:0,15.48,,,#DIV/0!,[],[]
1010,1010,,0.24,5.01,720.1465,3.56 - 4.09,1,1900.0,720.1465,3.79,3870.0,-,-,0.0,1.00:0,3870.0,0.0,1.00:0,3.79,,,#DIV/0!,[],[]
1011,1011,,0.31,5.41,1475.3552,14.96 - 15.21,1,1900.0,1475.3552,15.14,3860.0,-,-,0.0,1.00:0,3860.0,0.0,1.00:0,15.14,,,#DIV/0!,[],[]
1012,1012,,0.38,6.33,915.6305,11.11 - 11.44,1,1900.0,915.6305,11.36,3860.0,-,-,0.0,1.00:0,3860.0,0.0,1.00:0,11.36,,,#DIV/0!,[],['Phosphatidylglycerol (43:3)' 'Bismonoacylglycerolphosphate (43:3)']
1013,1013,,0.39,6.54,658.3322,1.50 - 2.04,1,1900.0,658.3322,1.96,3850.0,-,-,0.0,1.00:0,3850.0,0.0,1.00:0,1.96,,,#DIV/0!,[],[]
1014,1014,,0.42,7.8,463.3414,5.87 - 6.21,1,1900.0,463.3414,5.95,3840.0,-,-,0.0,1.00:0,3840.0,0.0,1.00:0,5.95,,,#DIV/0!,[],[]
1015,1015,,0.44,7.82,672.147,3.82 - 3.98,1,1900.0,672.147,3.93,3840.0,-,-,0.0,1.00:0,3840.0,0.0,1.00:0,3.93,,,#DIV/0!,[],[]
1016,1016,,0.42,6.68,610.2516,6.15 - 6.36,1,1900.0,610.2516,6.25,3830.0,-,-,0.0,1.00:0,3830.0,0.0,1.00:0,6.25,,,#DIV/0!,[],[]
1017,1017,,0.41,6.62,1165.2555,11.01 - 11.41,1,1900.0,1165.2555,11.17,3800.0,-,-,0.0,1.00:0,3800.0,0.0,1.00:0,11.17,,,#DIV/0!,[],[]
1018,1018,,0.4,6.81,1025.592,11.30 - 11.53,1,1900.0,1025.592,11.4,3790.0,-,-,0.0,1.00:0,3790.0,0.0,1.00:0,11.4,,,#DIV/0!,[],['Ganglioside GA2 (d28:1)']
1019,1019,,0.34,5.49,1085.1206,13.36 - 13.50,1,1900.0,1085.1206,13.43,3780.0,-,-,0.0,1.00:0,3780.0,0.0,1.00:0,13.43,,,#DIV/0!,[],[]
1020,1020,,0.33,5.42,1093.5779,11.08 - 11.49,1,1900.0,1093.5779,11.36,3780.0,-,-,0.0,1.00:0,3780.0,0.0,1.00:0,11.36,,,#DIV/0!,"['Phosphatidylinositol bisphosphate (41:1)'
 'Phosphatidylinositol monophosphate (48:10)']",[]
1021,1021,,0.42,6.6,594.1199,7.23 - 7.38,1,1900.0,594.1199,7.32,3770.0,-,-,0.0,1.00:0,3770.0,0.0,1.00:0,7.32,,,#DIV/0!,[],[]
