LTP	lipid	lipid chains	LTP volume	lipid volume	 lipid SMILES	interaction type	screen
GM2A	PC(O-36:5)	Phosphatidylcholine (O-36:5)	5525	700.6800000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCC/C=C\CCCCCC	new	in cellulo
GM2A	PC(O-37:7)	Phosphatidylcholine (O-37:7)	5525	716.340000000001	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCC/C=C\C/C=C\C/C=C\C	new	in cellulo
GM2A	PC(O-38:3)	Phosphatidylcholine (O-38:3)	5525	726.0000000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCCCC	new	in cellulo
GM2A	PE(34:1)	Phosphatidylethanolamine (34:1) => (18:1/16:0)	5525	638.1700000000004	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	new	in cellulo
GM2A	PE(34:2)	Phosphatidylethanolamine (34:2) => (16:1/18:1)	5525	639.1700000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in cellulo
GM2A	PG/BMP(38:3)	"Phosphatidylglycerol (38:3); Bismonoacylglycerolphosphate (38:3) => (20:2/18:1)"	5525	716.8700000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O	new	in cellulo
GM2A	PI(34:1)	Phosphatidylinositol (34:1) =>(18:1/16:0)	5525	722.6600000000008	[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCC)=O	new	in cellulo
HSDL2	FA(22:3)	docosatrienoate => (22:3)	2674	327.01999999999964	C(CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)(=O)O	new	in vitro
HSDL2	PG(32:1)	Phosphatidylglycerol (32:1) => (16:1/16:0)	2674	632.9100000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
HSDL2	TAG(32:0)	Triacylglycerol (32:0) => (12:0/12:0/8:0)	2674	648.0399999999998	C(OC(=O)CCCCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O	new	in vitro
HSDL2	TAG(54:2)	Triacylglycerol (54:2) => (18:1/18:1/18:0)	2674	841.2800000000016	C(OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O	new	in vitro
HSDL2	TAG(56:5)	Triacylglycerol (56:5)	2674	871.6000000000013	C(OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O	new	in vitro
LCN1	PC(30:0)	Phosphatidylcholine (30:0)	2047	623.5100000000001	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O	known	in cellulo
LCN1	PC(30:1)	Phosphatidylcholine (30:1)	2047	624.5100000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	known	in cellulo
LCN1	PC(30:2)	Phosphatidylcholine (30:2)	2047	625.5100000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O	known	in cellulo
LCN1	PC(31:0)	Phosphatidylcholine (31:0)	2047	637.1700000000002	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCC)=O	known	in cellulo
LCN1	PC(31:1)	Phosphatidylcholine (31:1)	2047	638.17	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCC)=O	known	in cellulo
LCN1	PC(32:1)	Phosphatidylcholine (32:1) => (16:1/16:0)	2047	651.8300000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in cellulo
LCN1	PC(32:2)	Phosphatidylcholine (32:2)	2047	652.8300000000002	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	known	in cellulo
LCN1	PC(33:1)	Phosphatidylcholine (33:1)	2047	665.4900000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O	known	in cellulo
LCN1	PC(33:2)	Phosphatidylcholine (33:2)	2047	666.4900000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O	known	in cellulo
LCN1	PC(34:1)	Phosphatidylcholine (34:1) => (18:1/16:0)	2047	679.1500000000002	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C/CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in cellulo
LCN1	PC(34:2)	Phosphatidylcholine (34:2) => (16:1/18:1)	2047	680.1500000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCC)=O	known	in cellulo
LCN1	PC(34:3)	Phosphatidylcholine (34:3)	2047	681.1500000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	known	in cellulo
LCN1	PC(36:1)	Phosphatidylcholine (36:1)	2047	706.4700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	known	in cellulo
LCN1	PC(36:2)	Phosphatidylcholine (36:2)	2047	707.4700000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O	known	in cellulo
LCN1	PC(36:4)	Phosphatidylcholine (36:4)	2047	709.4700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCC/C=C\CCCCCC)=O	known	in cellulo
LCN1	PC(38:5)	Phosphatidylcholine (38:5)	2047	737.7900000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	known	in cellulo
LCN1	PC(38:6)	Phosphatidylcholine (38:6)	2047	738.7900000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O	known	in cellulo
LCN1	PC(40:7)	Phosphatidylcholine (40:7)	2047	767.1100000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O	known	in cellulo
LCN1	PC(O-32:1)	Phosphatidylcholine (O-32:1)	2047	642.0400000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COCCCCCCCCCCCCCC	new	in cellulo
LCN1	PC(O-32:2)	Phosphatidylcholine (O-32:2)	2047	643.0400000000005	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCC	new	in cellulo
LCN1	PC(O-34:1)	Phosphatidylcholine (O-34:1)	2047	669.3600000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC	new	in cellulo
LCN1	PC(O-34:2)	Phosphatidylcholine (O-34:2)	2047	670.3600000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC	new	in cellulo
LCN1	PC(O-36:2)	Phosphatidylcholine (O-36:2)	2047	697.6800000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCCCC	new	in cellulo
LCN1	PC(O-38:5)/LPC(38:5)	"Lysophosphatidylcholine (38:5); Phosphatidylcholine (O-38:5)"	2047	728.0000000000011	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC	new	in cellulo
LCN1	PC(O-38:6)	Phosphatidylcholine (O-38:6)	2047	729.0000000000008	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCCCC	new	in cellulo
LCN1	PC(O-38:7)	Phosphatidylcholine (O-38:7)	2047	730.0000000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCC	new	in cellulo
LCN1	SM(d*34:1)	Sphingomyelin (d*34:1)	2047	628.7700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in cellulo
LCN15	PG(32:2)	Phosphatidylglycerol (32:2) => (16:1/16:1)	807	633.9100000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
LCN15	PG/BMP(32:1)	"Phosphatidylglycerol (32:1);Bismonoacylglycerolphosphate (32:1) => (16:1/16:0)"	807	632.9100000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
LCN15	PG/BMP(33:1)	"Phosphatidylglycerol (33:1);Bismonoacylglycerolphosphate (33:1) => (17:1/16:0)"	807	646.5700000000005	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in vitro
LCN15	PG/BMP(34:2)	"Phosphatidylglycerol (34:2);Bismonoacylglycerolphosphate (34:2) => (16:1/18:1)"	807	661.2300000000005	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
LCN15	PG/BMP(35:2)	"Bismonoacylglycerolphosphate (35:2);Phosphatidylglycerol (35:2) => (17:1/18:1)"	807	674.8900000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
OSBPL5	PE(33:1)	Phosphatidylethanolamine (33:1) => (17:1/16:0)	3940	624.5100000000002	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
OSBPL5	PE(34:2)	Phosphatidylethanolamine (34:2) => (16:1/18:1)	3940	639.1700000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
OSBPL5	PE(36:2)	Phosphatidylethanolamine (36:2)  => (18:1/18:1)	3940	666.4900000000005	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C/CCCCCCCC)=O)COC(CCCCCCC/C=C/CCCCCCCC)=O	new	in vitro
OSBPL9	PS(34:1)	Phosphatidylserine (34:1) => (18:1/16:0)	3770	670.4100000000007	C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in cellulo
OSBPL9	PS(34:1)	Phosphatidylserine (34:1) => (16:0/18:1)	3770	670.4100000000007	C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in cellulo
OSBPL9	PS(36:1)	Phosphatidylserine (36:1) => (18:1/18:0)	3770	697.7300000000008	C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O	new	in cellulo
OSBPL9	PS(36:1)	Phosphatidylserine (36:1) => (18:0/18:1)	3770	697.7300000000008	C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O	new	in cellulo
OSBPL9	PS(36:2)	Phosphatidylserine (36:2) => (18:1/18:1)	3770	698.7300000000007	C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O	new	in cellulo
PITPNA	PC(30:0)	Phosphatidylcholine (30:0)	4320	623.5100000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(30:1)	Phosphatidylcholine (30:1)	4320	624.5100000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	known	in cellulo
PITPNA	PC(32:0)	Phosphatidylcholine (32:0)	4320	650.8300000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(32:1)	Phosphatidylcholine (32:1) =>(16:1/16:0)	4320	651.8300000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(32:2)	Phosphatidylcholine (32:2)	4320	652.8300000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	known	in vitro
PITPNA	PC(33:1)	Phosphatidylcholine (33:1)	4320	665.4900000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O	known	in cellulo
PITPNA	PC(33:1)	Phosphatidylcholine (33:1)	4320	665.4900000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(34:0)	Phosphatidylcholine (34:0)	4320	678.1500000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCC)=O	known	in vitro
PITPNA	PC(34:1)	Phosphatidylcholine (34:1) => (18:1/16:0)	4320	679.1500000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(34:2)	Phosphatidylcholine (34:2) => (18:2/16:0)	4320	680.1500000000008	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(34:3)	Phosphatidylcholine (34:3)	4320	681.1500000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\CCCCCCCC)=O	known	in vitro
PITPNA	PC(35:1)	Phosphatidylcholine (35:1)	4320	692.810000000001	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(36:1)	Phosphatidylcholine (36:1) => (18:1/18:0)	4320	706.4700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(36:2)	Phosphatidylcholine (36:2) => (18:1/18:1)	4320	707.4700000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(36:3)	Phosphatidylcholine (36:3) =>(18:2/18:1)	4320	708.4700000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	known	in vitro
PITPNA	PC(36:4)	Phosphatidylcholine (36:4) => (20:4/16:0)	4320	709.4700000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(36:5)	Phosphatidylcholine (36:5)	4320	710.47	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNA	PC(38:3)	Phosphatidylcholine (38:3) => (20:3/18:0)	4320	735.7900000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	known	in vitro
PITPNA	PC(38:4)	Phosphatidylcholine (38:4) => (20:4/18:0)	4320	736.7900000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	known	in vitro
PITPNA	PC(38:5)	Phosphatidylcholine (38:5)	4320	737.7900000000011	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O	known	in vitro
PITPNA	PI(36:2)	Phosphatidylinositol (36:2) => (18:2/18:0)	4320	750.9800000000006	[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O	known	in vitro
PITPNA	PI(38:4)	Phosphatidylinositol (38:4) => (18:0/20:4)	4320	780.3000000000013	[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCCC)=O	known	in vitro
PITPNB	PC(30:0)	Phosphatidylcholine (30:0)	4099	623.5100000000001	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O	known	in cellulo
PITPNB	PC(32:0)	Phosphatidylcholine (32:0)	4099	650.8300000000005	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O	known	in vitro
PITPNB	PC(32:1)	Phosphatidylcholine (32:1)	4099	651.8300000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCC)=O	known	in cellulo
PITPNB	PC(34:1)	Phosphatidylcholine (34:1)	4099	679.1500000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O	known	in cellulo
PITPNB	PC(34:1)	Phosphatidylcholine (34:1)	4099	679.1500000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O	known	in vitro
PITPNB	PC(34:2)	Phosphatidylcholine (34:2)	4099	680.1500000000008	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O	known	in cellulo
PITPNB	PC(34:3)	Phosphatidylcholine (34:3)	4099	681.1500000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	known	in vitro
PITPNB	PC(35:1)	Phosphatidylcholine (35:1)	4099	692.8100000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O	known	in vitro
PITPNB	PC(35:2)	Phosphatidylcholine (35:2)	4099	693.8100000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O	known	in vitro
PITPNB	PC(36:1)	Phosphatidylcholine (36:1)	4099	706.4700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	known	in vitro
PITPNB	PC(36:2)	Phosphatidylcholine (36:2)	4099	707.4700000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O	known	in vitro
PITPNB	PC(37:4)	Phosphatidylcholine (37:4)	4099	723.1300000000011	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCC)=O	known	in vitro
PITPNB	PC(38:3)	Phosphatidylcholine (38:3)	4099	735.7900000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O	known	in vitro
PITPNB	PC(38:4)	Phosphatidylcholine (38:4)	4099	736.7900000000012	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O	known	in vitro
PITPNB	PC(40:4)	Phosphatidylcholine (40:4)	4099	764.1100000000014	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O	known	in vitro
PITPNB	PG(30:0)	Phosphatidylglycerol (30:0) => (14:0/16:0)	4099	604.5900000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(33:1)	Phosphatidylglycerol (33:1) => (16:0/17:1)	4099	646.5700000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(33:1)	Phosphatidylglycerol (33:1) => (17:1/16:0)	4099	646.5700000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(34:1)	Phosphatidylglycerol (34:1) => (18:1/16:0)	4099	660.2300000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(34:2)	Phosphatidylglycerol (34:2) => (16:1/18:1)	4099	661.2300000000005	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(34:2)	Phosphatidylglycerol (34:2) => (18:1/16:1)	4099	661.2300000000005	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(34:3)	Phosphatidylglycerol (34:3) => (18:2/16:1)	4099	662.2300000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(35:2)	Phosphatidylglycerol (35:2) => (18:1/17:1)	4099	674.8900000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(36:1)	Phosphatidylglycerol (36:1) => (18:1/18:0)	4099	687.5500000000005	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(36:2)	Phosphatidylglycerol (36:2) => (18:1/18:1)	4099	688.5500000000004	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O	new	in vitro
PITPNB	PG(36:3)	Phosphatidylglycerol (36:3) => (18:2/18:1)	4099	689.5500000000008	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
