"LTPProtein	ProteinDomain	FullIdentityOfLipid	Lipid	Screen	Intensity	Adduct	TotalCarbonChainLength	TotalCarbonChainUnsaturations	IonMode	mz	MeanOfRetentionTime	MinimumOfRetentionTime	MaximumOfRetentionTime	LipidAmbiguity	LikelySubclass";;;;
"RBP4	lipocalin	[M+H-H2O]+: Retinol	VA	in cellulo	760000	[M+H-H2O]+	NA	NA	pos	269.2245	4.73	3.82	4.85	VA	VA";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Phosphatidylinositol (38:3)	PI(38:3)	in cellulo	920000	[M+NH4]+	38	3	pos	906.6022	10.81	9.6	11	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Phosphatidylinositol (38:4)	PI(38:4)	in cellulo	800000	[M+NH4]+	38	4	pos	904.589	9.83	8.75	10.14	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Phosphatidylinositol (38:2) => (18:0/20:2)	PI(38:2)	in cellulo	460000	[M+NH4]+	38	2	pos	908.6174	11.1	10.61	11.6	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Phosphatidylinositol (36:2) => (18:1/18:1)	PI(36:2)	in cellulo	380000	[M+NH4]+	36	2	pos	880.587	9.75	9.34	10.27	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M+Na]+: Diacylglycerol (32:1) => (16:0/16:1)	DAG(32:1)	in cellulo	240000	[M+Na]+	32	1	pos	589.4771	12.38	12.05	12.74	DAG	DAG";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Diacylglycerol (32:1) => (16:0/16:1)	DAG(32:1)	in cellulo	230000	[M+NH4]+	32	1	pos	584.5212	12.37	12.05	12.79	DAG	DAG";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Phosphatidylinositol (36:1) => (18:1/18:0)	PI(36:1)	in cellulo	210000	[M+NH4]+	36	1	pos	882.601	10.89	10.57	11.09	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Phosphatidylinositol (38:5) => (18:1/20:4)	PI(38:5)	in cellulo	190000	[M+NH4]+	38	5	pos	902.5725	8.83	8.36	9.26	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M+NH4]+: Diacylglycerol (34:2) => (18:1/16:1)	DAG(34:2)	in cellulo	200000	[M+NH4]+	34	2	pos	610.4819	12.6	12.26	13.01	DAG	DAG";;;;
"SEC14L2	CRAL-TRIO	[M-H]-: Phosphatidylinositol (38:3) => (20:3/18:0)	PI(38:3)	in cellulo	570000	[M-H]-	38	3	neg	887.5563	10.79	9.52	10.97	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M-H]-: Phosphatidylinositol (38:2) => (20:2/18:0)	PI(38:2)	in cellulo	160000	[M-H]-	38	2	neg	889.5726	11.17	10.7	11.58	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M-H]-: Phosphatidylinositol (38:5) => (18:1/20:4)	PI(38:5)	in cellulo	95000	[M-H]-	38	5	neg	883.5256	8.8	8.23	9.16	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M-H]-: Phosphatidylinositol (36:1) => (18:1/18:0)	PI(36:1)	in cellulo	85000	[M-H]-	36	1	neg	863.5567	10.83	10.49	11.04	PI	PI";;;;
"SEC14L2	CRAL-TRIO	[M-H]-: Phosphatidylinositol (34:1) => (16:0/18:1)	PI(34:1)	in cellulo	30000	[M-H]-	34	1	neg	835.5264	9.55	9.14	9.69	PI	PI";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	1400000	[M+H]+	34	1	pos	760.595	10.36	10.12	10.72	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (32:1)	PC(32:1)	in cellulo	900000	[M+H]+	32	1	pos	732.5641	9.12	8.9	9.5	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (O-34:1)	PC(O-34:1)	in cellulo	390000	[M+H]+	34	1	pos	746.6149	11.19	10.95	11.59	PC-O	PC-O";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (O-32:1)	PC(O-32:1)	in cellulo	270000	[M+H]+	32	1	pos	718.5848	9.9	9.66	10.42	PC-O	PC-O";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (36:1)	PC(36:1)	in cellulo	190000	[M+H]+	36	1	pos	788.6264	11.71	11.41	12.1	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+:Phosphatidylcholine (30:0)	PC(30:0)	in cellulo	160000	[M+H]+	30	0	pos	706.5484	8.9	8.72	9.13	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (O-32:0)	PC(O-32:0)	in cellulo	150000	[M+H]+	32	0	pos	720.6004	11	10.78	11.33	PC-O	PC-O";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (32:0)	PC(32:0)	in cellulo	130000	[M+H]+	32	0	pos	734.5799	10.16	9.98	10.42	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (32:2)	PC(32:2)	in cellulo	110000	[M+H]+	32	2	pos	730.5487	8.14	7.8	10.39	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (34:1) => (18:1/16:0)	PE(34:1)	in cellulo	90000	[M+H]+	34	1	pos	718.5476	10.65	10.21	10.87	PE	PE";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (33:1)	PC(33:1)	in cellulo	77000	[M+H]+	33	1	pos	746.5799	9.72	7.8	11.1	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (36:3)	PC(36:3)	in cellulo	73000	[M+H]+	36	3	pos	784.5956	9.61	9.37	10.46	PC	PC";;;;
"SEC14L6	CRAL-TRIO	[M+H]+: Lysophosphatidylcholine (30:0)";" Phosphatidylcholine (O-30:0)	PC(O-30:0)/LPC(30:0)	in cellulo	61000	[M+H]+	30	0	pos	692.5689	9.67	9.46	9.9	PC-O";" Lyso-PC	PC-O";;
"SEC14L6	CRAL-TRIO	[M+H]+: Phosphatidylcholine (O-34:2)	PC(O-34:2)	in cellulo	55000	[M+H]+	34	2	pos	744.6006	10.05	9.81	10.63	PC-O	PC-O";;;;
"SEC14L6	CRAL-TRIO	[M+Na]+: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	47000	[M+Na]+	34	1	pos	782.5766	10.37	10.16	10.63	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	17000000	[M+H]+	34	1	pos	760.578	10.98	10.72	11.41	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:2) 	PC(36:2)	in cellulo	16000000	[M+H]+	36	2	pos	786.5944	11.13	10.76	11.64	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (34:2) 	PC(34:2)	in cellulo	11000000	[M+H]+	34	2	pos	758.5645	9.94	9.49	10.98	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (32:1)	PC(32:1)	in cellulo	11000000	[M+H]+	32	1	pos	732.5499	9.8	6.93	11.53	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-32:1)	PC(O-32:1)	in cellulo	3300000	[M+H]+	32	1	pos	718.5704	10.69	10.26	11.46	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (32:2)	PC(32:2)	in cellulo	3200000	[M+H]+	32	2	pos	730.5345	8.74	8.34	9.5	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:3)	PC(36:3)	in cellulo	2700000	[M+H]+	36	3	pos	784.5806	10.19	9.76	11.05	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:6)	PC(38:6)	in cellulo	1700000	[M+H]+	38	6	pos	806.5657	9.64	8.47	10.21	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:5)	PC(38:5)	in cellulo	1700000	[M+H]+	38	5	pos	808.5819	10.03	9.49	10.58	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:7)	PC(40:7)	in cellulo	1500000	[M+H]+	40	7	pos	832.5814	9.79	9.49	10.12	PC	PC";;;;
"STARD2	START	[M+H]+: Lysophosphatidylcholine (38:5)";" Phosphatidylcholine (O-38:5)	PC(O-38:5)/LPC(38:5)	in cellulo	1800000	[M+H]+	38	5	pos	794.5998	10.86	10.35	12.04	PC-O";" Lyso-PC	PC-O";;
"STARD2	START	[M+H]+:  Phosphatidylcholine (36:4)	PC(36:4)	in cellulo	1600000	[M+H]+	36	4	pos	782.5646	9.9	8.94	10.21	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:1)	PC(36:1)	in cellulo	1300000	[M+H]+	36	1	pos	788.6122	12.41	12.15	12.83	PC	PC";;;;
"STARD2	START	[M+H]+:Phosphatidylcholine (O-40:7)	PC(O-40:7)	in cellulo	1200000	[M+H]+	40	7	pos	818.6016	10.57	9.72	11.08	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (30:1)	PC(30:1)	in cellulo	1200000	[M+H]+	30	1	pos	704.5179	8.54	8.1	8.91	PC	PC";;;;
"STARD2	START	[M+H]+:Phosphatidylcholine (O-38:6)	PC(O-38:6)	in cellulo	1100000	[M+H]+	38	6	pos	792.5859	10.48	9.78	11.16	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (33:1)	PC(33:1)	in cellulo	1100000	[M+H]+	33	1	pos	746.5662	10.29	9.28	10.85	PC	PC";;;;
"STARD2	START	[M+H]+:Phosphatidylcholine (O-36:2)	PC(O-36:2)	in cellulo	1100000	[M+H]+	36	2	pos	772.6164	12.01	11.72	12.65	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-34:2)	PC(O-34:2)	in cellulo	1100000	[M+H]+	34	2	pos	744.5854	10.86	10.39	11.4	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (34:3)	PC(34:3)	in cellulo	980000	[M+H]+	34	3	pos	756.5484	9.09	8.6	9.96	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:3) 	PC(38:3)	in cellulo	670000	[M+H]+	38	3	pos	812.6126	11.77	10.39	12.42	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-34:2)	PC(O-34:2)	in cellulo	660000	[M+H]+	34	2	pos	744.5865	11.66	11.38	12.12	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-32:2)	PC(O-32:2)	in cellulo	800000	[M+H]+	32	2	pos	716.5538	10.47	9.54	11.09	PC-O	PC-O";;;;
"STARD2	START	[M+H]+:Phosphatidylcholine (O-36:4)";" Lysophosphatidylcholine (36:4)	PC(O-36:4)/LPC(36:4)	in cellulo	640000	[M+H]+	36	4	pos	768.5847	10.73	10.31	11.52	Lyso-PC";" PC-O	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:7) 	PC(38:7)	in cellulo	560000	[M+H]+	38	7	pos	804.5499	8.56	8.26	9.9	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-40:6)	PC(O-40:6)	in cellulo	510000	[M+H]+	40	6	pos	820.6164	10.97	10.52	11.64	PC-O	PC-O";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	510000	[M+Na]+	34	1	pos	782.5605	10.97	10.76	11.28	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (38:4) 	PC(38:4)	in cellulo	510000	[M+H]+	38	4	pos	810.5961	11.27	10.81	11.59	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:5)	PC(36:5)	in cellulo	500000	[M+H]+	36	5	pos	780.549	8.8	8.04	9.43	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:6)	PC(40:6)	in cellulo	480000	[M+H]+	40	6	pos	834.5973	10.15	9.66	10.83	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (35:1)	PC(35:1)	in cellulo	480000	[M+H]+	35	1	pos	774.5956	11.55	11.08	11.91	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (40:6) 	PC(40:6)	in cellulo	450000	[M+H]+	40	6	pos	834.5957	11.02	10.76	11.38	PC	PC";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (36:2)	PC(36:2)	in cellulo	450000	[M+Na]+	36	2	pos	808.5762	11.12	10.89	11.6	PC	PC";;;;
"STARD2	START	[M+H]+:  Phosphatidylcholine (O-38:7)	PC(O-38:7)	in cellulo	420000	[M+H]+	38	7	pos	790.5701	10.18	9.2	10.79	PC-O	PC-O";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-36:1) 	PC(O-36:1)	in cellulo	380000	[M+H]+	36	1	pos	774.6318	13.38	13	13.94	PC-O	PC-O";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (34:2)	PC(34:2)	in cellulo	330000	[M+Na]+	34	2	pos	780.5457	9.89	9.54	10.46	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (31:1)	PC(31:1)	in cellulo	320000	[M+H]+	31	1	pos	718.5341	9.08	8.52	9.62	PC	PC";;;;
"STARD2	START	[M+Na]+: Phosphatidylcholine (32:1)	PC(32:1)	in cellulo	310000	[M+Na]+	32	1	pos	754.53	9.79	9.37	10.16	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-36:5)";" Lysophosphatidylcholine (36:5)	PC(O-36:5)/LPC(36:5)	in cellulo	230000	[M+H]+	36	5	pos	766.5695	10.49	10.14	11.22	Lyso-PC";" PC-O	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (O-36:5)";" Lysophosphatidylcholine (36:5)	PC(O-36:5)/LPC(36:5)	in cellulo	210000	[M+H]+	36	5	pos	766.5685	9.87	9.41	10.16	Lyso-PC";" PC-O	PC-O";;
"STARD2	START	[M+H]+: Phosphatidylcholine (31:0)	PC(31:0)	in cellulo	210000	[M+H]+	31	0	pos	720.5496	9.82	9.58	10.21	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (30:0)	PC(30:0)	in cellulo	210000	[M+H]+	30	0	pos	706.5342	9.38	9.12	9.72	PC	PC";;;;
"STARD2	START	[M+H]+: Phosphatidylcholine (36:6)	PC(36:6)	in cellulo	200000	[M+H]+	36	6	pos	778.5341	8.35	7.73	9.49	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (34:1) => (18:1/16:0)	PC(34:1)	in cellulo	540000	[M+HCOO]-	34	1	neg	804.5667	10.92	10.66	11.27	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in cellulo	460000	[M+HCOO]-	36	2	neg	830.5823	11.09	10.8	11.56	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (32:1) => (16:1/16:0)	PC(32:1)	in cellulo	410000	[M+HCOO]-	32	1	neg	776.5366	9.61	9.28	10.13	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (34:2) => (18:1/16:1)	PC(34:2)	in cellulo	380000	[M+HCOO]-	34	2	neg	802.5512	9.8	9.48	10.38	PC	PC";;;;
"STARD2	START	 [M+HCOO]-: Phosphatidylcholine (32:2) => (16:1/16:1)	PC(32:2)	in cellulo	120000	[M+HCOO]-	32	2	neg	774.5207	8.69	8.28	9.32	PC	PC";;;;
"STARD2	START	[M+HCOO+1x(HCOONa)]-: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	110000	[M+HCOO+1x(HCOONa)]-	34	1	neg	872.5539	10.92	10.67	11.22	PC	PC";;;;
"STARD2	START	[M+HCOO+1x(HCOONa)]-: Phosphatidylcholine (36:2)	PC(36:2)	in cellulo	90000	[M+HCOO+1x(HCOONa)]-	36	2	neg	898.5689	11.07	10.8	11.52	PC	PC";;;;
"STARD2	START	[M+HCOO+2x(HCOONa)]-: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	87000	[M+HCOO+2x(HCOONa)]-	34	1	neg	940.5403	10.92	10.66	11.22	PC	PC";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (O-32:1)	PC(O-32:1)	in cellulo	85000	[M+HCOO]-	32	1	neg	762.5568	10.65	10.21	11.05	PC-O	PC-O";;;;
"STARD2	START	[M+HCOO]-: Phosphatidylcholine (O-34:1)	PC(O-34:1)	in cellulo	77000	[M+HCOO]-	34	1	neg	790.5887	11.83	11.55	12.18	PC-O	PC-O";;;;
"STARD2	START	[M+HCOO+1x(HCOONa)]-: Phosphatidylcholine (32:1)	PC(32:1)	in cellulo	76000	[M+HCOO+1x(HCOONa)]-	32	1	neg	844.5222	9.68	9.32	10.04	PC	PC";;;;
"STARD2	START	[M+HCOO+1x(HCOONa)]-: Phosphatidylcholine (34:2)	PC(34:2)	in cellulo	76000	[M+HCOO+1x(HCOONa)]-	34	2	neg	870.5377	9.8	9.53	10.3	PC	PC";;;;
"STARD2	START	[M+HCOO+3x(HCOONa)]-: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	62000	[M+HCOO+3x(HCOONa)]-	34	1	neg	1008.5268	10.92	10.67	11.17	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (36:2)	PC(36:2)	in cellulo	11000000	[M+H]+	36	2	pos	786.5987	10.68	10.29	11.04	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (34:2)	PC(34:2)	in cellulo	8700000	[M+H]+	34	2	pos	758.5674	9.42	9	9.9	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	4400000	[M+H]+	34	1	pos	760.5822	10.53	10.2	10.85	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (32:1)	PC(32:1)	in cellulo	3800000	[M+H]+	32	1	pos	732.5533	9.25	7.41	11.63	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (32:2)	PC(32:2)	in cellulo	1700000	[M+H]+	32	2	pos	730.538	8.29	7.83	9.48	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (36:3)	PC(36:3)	in cellulo	1600000	[M+H]+	36	3	pos	784.5838	9.75	9.33	10.22	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (O-34:1)	PC(O-34:1)	in cellulo	1300000	[M+H]+	34	1	pos	746.6045	11.37	10.98	11.72	PC-O	PC-O";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (O-36:2)	PC(O-36:2)	in cellulo	1100000	[M+H]+	36	2	pos	772.6186	11.48	11.13	11.96	PC-O	PC-O";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (O-32:1)	PC(O-32:1)	in cellulo	910000	[M+H]+	32	1	pos	718.5742	10.07	9.62	10.59	PC-O	PC-O";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (30:1)	PC(30:1)	in cellulo	720000	[M+H]+	30	1	pos	704.5206	8.07	7.12	10.44	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (34:3)	PC(34:3)	in cellulo	680000	[M+H]+	34	3	pos	756.5517	8.59	8.13	9.28	PC	PC";;;;
"STARD10	START	[M+H]+: Lysophosphatidylcholine (38:5)";" Phosphatidylcholine (O-38:5)	PC(O-38:5)/LPC(38:5)	in cellulo	590000	[M+H]+	38	5	pos	794.6041	10.39	9.91	11.52	PC-O";" Lyso-PC	PC-O";;
"STARD10	START	[M+H]+: Phosphatidylcholine (36:4)	PC(36:4)	in cellulo	570000	[M+H]+	36	4	pos	782.5677	8.83	8.38	9.73	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (35:2)	PC(35:2)	in cellulo	450000	[M+H]+	35	2	pos	772.5833	10.02	9.62	10.43	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (38:6)	PC(38:6)	in cellulo	400000	[M+H]+	38	6	pos	806.5692	9.25	8.08	10.01	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (O-40:7)	PC(O-40:7)	in cellulo	340000	[M+H]+	40	7	pos	818.6061	10.1	9.43	10.7	PC-O	PC-O";;;;
"STARD10	START	[M+Na]+: Phosphatidylcholine (36:2)	PC(36:2)	in cellulo	350000	[M+Na]+	36	2	pos	808.5821	10.68	10.33	11	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (40:7)	PC(40:7)	in cellulo	320000	[M+H]+	40	7	pos	832.5849	9.36	8.96	9.64	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (38:4)	PC(38:4)	in cellulo	290000	[M+H]+	38	4	pos	810.6002	10.11	9.54	10.75	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (38:5)	PC(38:5)	in cellulo	270000	[M+H]+	38	5	pos	808.5844	9.62	9.26	9.97	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (O-36:4)";" Lysophosphatidylcholine (36:4)	PC(O-36:4)/LPC(36:4)	in cellulo	250000	[M+H]+	36	4	pos	768.5883	10.29	9.57	11.53	Lyso-PC";" PC-O	PC-O";;
"STARD10	START	[M+H]+: Phosphatidylcholine (33:2)	PC(33:2)	in cellulo	190000	[M+H]+	33	2	pos	744.5533	8.82	8.42	9.32	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (O-34:2)	PC(O-34:2)	in cellulo	180000	[M+H]+	34	2	pos	744.5893	11.15	10.87	11.53	PC-O	PC-O";;;;
"STARD10	START	[M+Na]+: Phosphatidylcholine (34:2)	PC(34:2)	in cellulo	170000	[M+Na]+	34	2	pos	780.5494	9.42	9.04	9.85	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (38:2)	PC(38:2)	in cellulo	160000	[M+H]+	38	2	pos	814.6322	11.99	11.6	12.41	PC	PC";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (38:7)	PC(38:7)	in cellulo	140000	[M+H]+	38	7	pos	804.5533	8.21	7.83	8.58	PC	PC";;;;
"STARD10	START	[M+HCOO]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in cellulo	270000	[M+HCOO]-	36	2	neg	830.5859	10.72	10.48	11	PC	PC";;;;
"STARD10	START	[M+HCOO]-: Phosphatidylcholine (34:1) => (18:1/16:0)	PC(34:1)	in cellulo	100000	[M+HCOO]-	34	1	neg	804.5701	10.57	10.35	10.86	PC	PC";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (O-38:6)	PE(O-38:6)	in cellulo	92000	[M-H]-	38	6	neg	748.5231	10.63	10.23	10.86	PE-O	PE-O";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (O-40:8)	PE(O-40:8)	in cellulo	48000	[M-H]-	40	8	neg	772.5237	10.36	10.06	10.53	PE-O	PE-O";;;;
"STARD11	START	[M+H]+: Ceramide (d34:1) => (d18:1/16:0)	Cer(d34:1)	in cellulo	3000000	[M+H]+	34	1	pos	538.5229	10.4	10.01	10.68	dCer	dCer";;;;
"STARD11	START	[M+Na]+: Ceramide (d*34:1)	Cer(d*34:1)	in cellulo	1700000	[M+Na]+	34	1	pos	560.4967	10.43	10.05	10.62	DHCer";" dCer	d*Cer";;;
"STARD11	START	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in cellulo	610000	[M+H]+	34	1	pos	760.5778	10.31	9.97	11.14	PC	PC";;;;
"STARD11	START	[M+NH4]+: Triacylglycerol (48:3) => (16:1/16:1/16:1) 	TAG(48:3)	in cellulo	600000	[M+NH4]+	48	3	pos	818.7187	18.06	17.86	18.31	TAG	TAG";;;;
"STARD11	START	[M+NH4]+: Triacylglycerol (50:2)	TAG(50:2)	in cellulo	520000	[M+NH4]+	50	2	pos	848.7621	18.43	17.94	19.56	TAG	TAG";;;;
"STARD11	START	[M+H]+: Ceramide (d32:1) => (d18:1/14:0)	Cer(d32:1)	in cellulo	440000	[M+H]+	32	1	pos	510.4906	9.1	8.46	10.7	dCer	dCer";;;;
"STARD11	START	[M+Na]+: Ceramide (d*32:1)	Cer(d*32:1)	in cellulo	340000	[M+Na]+	32	1	pos	532.4736	9.07	8.59	9.22	DHCer";" dCer	d*Cer";;;
"STARD11	START	[M+H]+: Ceramide (d34:2) => (d18:2/16:0)	Cer(d34:2)	in cellulo	260000	[M+H]+	34	2	pos	536.5075	9.3	8.85	9.65	dCer	dCer";;;;
"STARD11	START	[M+H]+: Phosphatidylcholine (32:1)	PC(32:1)	in cellulo	250000	[M+H]+	32	1	pos	732.549	9.03	6.24	10.66	PC	PC";;;;
"STARD11	START	[M+Na]+: Ceramide (d*34:2)	Cer(d*34:2)	in cellulo	240000	[M+Na]+	34	2	pos	558.482	9.3	8.85	9.6	dCer";" DHCer	d*Cer";;;
"STARD11	START	[M+NH4]+: Triacylglycerol (53:2)	TAG(53:2)	in cellulo	170000	[M+NH4]+	53	2	pos	890.8161	19.22	19.1	19.36	TAG	TAG";;;;
"STARD11	START	[M+H]+: Ceramide (DH48:0) => (DH24:0/24:0)	Cer(DH48:0)	in cellulo	160000	[M+H]+	48	0	pos	736.7506	18.36	18.14	18.48	DHCer	DHCer";;;;
"STARD11	START	[M+H]+: Ceramide (DH46:0) => (DH22:0/24:0)	Cer(DH46:0)	in cellulo	150000	[M+H]+	46	0	pos	708.7184	17.89	17.63	18.02	DHCer	DHCer";;;;
"STARD11	START	[M+NH4]+: Triacylglycerol (47:2) => (16:1/16:1/15:0)	TAG(47:2)	in cellulo	150000	[M+NH4]+	47	2	pos	806.7195	17.68	17.27	18.06	TAG	TAG";;;;
"STARD11	START	[M+NH4]+: Triacylglycerol (46:3) => (16:1/16:1/14:1)	TAG(46:3)	in cellulo	140000	[M+NH4]+	46	3	pos	790.6867	17.53	17.31	17.76	TAG	TAG";;;;
"STARD11	START	[M+H]+: Ceramide (d36:1) => (d18:1/18:0)	Cer(d36:1)	in cellulo	140000	[M+H]+	36	1	pos	566.546	11.88	11.57	12.2	dCer	dCer";;;;
"STARD11	START	[M+H]+: Ceramide (d33:1) => (d17:1/16:0)	Cer(d33:1)	in cellulo	130000	[M+H]+	33	1	pos	524.5067	9.73	9.31	10.22	dCer	dCer";;;;
"STARD11	START	[M+H]+: Ceramide (t48:0) => (t22:0/26:0)	Cer(t48:0)	in cellulo	130000	[M+H]+	48	0	pos	752.7428	17.94	17.83	18.14	tCer	tCer";;;;
"STARD11	START	[M+Na]+: Ceramide (t46:0)";" Ceramide (DH46:0-OH)	Cer(DH46:0-OH)/Cer(t46:0)	in cellulo	120000	[M+Na]+	46	0	pos	746.695	17.38	17.23	17.67	DHCer-OH";" tCer	DHOH*Cer";;
"STARD11	START	[M+Na]+: Ceramide (d*33:1)	Cer(d*33:1)	in cellulo	120000	[M+Na]+	33	1	pos	546.4909	9.82	9.27	10.59	DHCer";" dCer	d*Cer";;;
"STARD11	START	[M+Na]+: Ceramide (DH46:0)	Cer(DH46:0)	in cellulo	110000	[M+Na]+	46	0	pos	730.7005	17.88	17.63	17.98	DHCer	DHCer";;;;
"STARD11	START	[M+Na]+: Ceramide (t48:0)";" Ceramide (DH48:0-OH)	Cer(DH48:0-OH)/Cer(t48:0)	in cellulo	110000	[M+Na]+	48	0	pos	774.7255	17.95	17.83	18.14	DHCer-OH";" tCer	DHOH*Cer";;
